Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 8; 3; 8; 5; 5
0,0599999986588955; 2; 4; 4; 4; 5
0,109999999403954; 4; 4; 4; 4; 4
0,159999996423721; 3; 3; 5; 4; 4
0,209999993443489; 4; 3; 5; 4; 4
0,259999990463257; 2; 7; 4; 3; 2
0,310000002384186; 6; 5; 5; 3; 2
0,360000014305115; 6; 2; 2; 5; 5
0,409999996423721; 9; 7; 4; 5; 4
0,46000000834465; 6; 8; 7; 4; 4
0,509999990463257; 9; 6; 9; 8; 10
0,560000002384186; 14; 13; 9; 7; 9
0,610000014305115; 5; 10; 11; 8; 10
0,660000026226044; 12; 11; 11; 11; 12
0,709999978542328; 16; 14; 6; 11; 16
0,759999990463257; 11; 10; 13; 16; 14
0,810000002384186; 5; 12; 12; 15; 12
0,860000014305115; 14; 15; 19; 13; 20
