Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 2; 3; 0; 1; 0
0,0599999986588955; 1; 1; 1; 1; 1
0,109999999403954; 0; 2; 0; 0; 1
0,159999996423721; 1; 1; 1; 1; 2
0,209999993443489; 0; 0; 0; 1; 0
0,259999990463257; 2; 3; 1; 2; 0
0,310000002384186; 1; 0; 2; 2; 0
0,360000014305115; 0; 1; 1; 0; 1
0,409999996423721; 2; 1; 1; 1; 0
0,46000000834465; 0; 1; 1; 0; 1
0,509999990463257; 4; 2; 2; 5; 3
0,560000002384186; 1; 7; 5; 1; 6
0,610000014305115; 4; 2; 7; 6; 4
0,660000026226044; 5; 6; 2; 6; 1
0,709999978542328; 13; 6; 2; 3; 5
0,759999990463257; 6; 5; 9; 11; 4
0,810000002384186; 5; 5; 6; 9; 9
0,860000014305115; 7; 9; 8; 6; 20
