           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               1/26;               2/26;               5/26;               5/26;               2/26
       level2_2;               7/26;               4/26;               6/26;               3/26;               6/26
       level3_1;               2/26;               1/26;               1/26;               1/26;               3/26
       level3_2;               2/26;               2/26;               1/26;               2/26;               2/26
       level4_1;               0/26;               1/26;               1/26;               0/26;               0/26
       level4_2;               1/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               1/26;               0/26;               2/26;               1/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               1/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0329236710052813;   0,0331668277653695;   0,0354061366274391;   0,0375577662885003;   0,0315714584084645
         2;   0,0216718705080263;   0,0214690662890303;   0,0208075806898575;   0,0276993452432251;   0,0175620114559144
         3;   0,0135242526516215;   0,0111322363946488;   0,0104975452170173;   0,0150740291768012;   0,0100582450511012
         4;   0,0087745905283653;  0,00782883860621382;   0,0066111663966858;  0,00923960109311665;   0,0078275121800562
