           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               1/26;               0/26;               0/26
       level2_1;               3/26;               1/26;               4/26;               1/26;               0/26
       level2_2;               4/26;               3/26;               3/26;               4/26;               5/26
       level3_1;               4/26;               0/26;               1/26;               0/26;               1/26
       level3_2;               1/26;               1/26;               2/26;               0/26;               0/26
       level4_1;               0/26;               1/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               0/26;               1/26;               1/26;               1/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               1/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0261659477017024;   0,0258624450872926;   0,0288569571633322;   0,0298134272421939;   0,0293978468575673
         2;   0,0148892187540873;   0,0134882921913446;   0,0153795954665904;    0,017657388325255;   0,0169904675281619
         3;   0,0101121665033006;   0,0082992213257513;   0,0112771935769363;   0,0100599564198455;    0,010130492170292
         4;  0,00769353756625236;                    0;   0,0103439260208063;  0,00674748641474038;  0,00788781926193308
         5;                    0;                    0;  0,00960309875898144;                    0;                    0
