           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               1/26;               1/26;               0/26;               0/26
       level2_1;               4/26;               2/26;               3/26;               3/26;               3/26
       level2_2;               7/26;               5/26;               5/26;               4/26;               4/26
       level3_1;               1/26;               2/26;               2/26;               1/26;               1/26
       level3_2;               3/26;               2/26;               2/26;               3/26;               1/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               1/26;               1/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0377186366714289;   0,0377186622294532;   0,0377186381598893;   0,0377186977787988;    0,037718606062793
         2;   0,0377156600369853;   0,0377156636408411;   0,0377156635382407;   0,0377156516099011;   0,0377156606405888
         3;   0,0377156478591358;   0,0377156527928182;   0,0377156529896556;   0,0377156301584199;   0,0377156510481318
         4;   0,0377156437164141;    0,037715650257444;   0,0377156513102513;   0,0377156065051867;   0,0377156505564556
         5;   0,0377156373400409;   0,0377156463572258;   0,0377156486388295;   0,0377155439804054;   0,0377156496563652
         6;   0,0377156267412138;   0,0377156399754987;   0,0377156440687396;   0,0377152461186083;   0,0377156478901074
         7;   0,0377156078404455;   0,0377156292300205;   0,0377156362066217;   0,0377121495171494;   0,0377156447792396
         8;   0,0377155694482425;   0,0377156099625198;   0,0377156221427599;   0,0376999376266646;   0,0377156395200339
         9;   0,0377154676704238;   0,0377155708407513;    0,037715594653168;   0,0376773272798598;   0,0377156306311965
        10;   0,0377149589031841;   0,0377154678444242;   0,0377155300409176;     0,03764288289625;   0,0377156150558989
        11;   0,0377105450377122;   0,0377149500728417;   0,0377152952293978;   0,0375995894833501;   0,0377155853022126
        12;   0,0376975566388896;   0,0377099229825224;   0,0377131341701906;   0,0375523653466372;   0,0377155168968581
        13;   0,0376769566546107;   0,0376949236298196;   0,0377020568075088;   0,0375041406708905;   0,0377152717793622
        14;   0,0376454054567474;   0,0376725018134625;   0,0376780569914972;   0,0374566980753909;   0,0377131524143762
