Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 2; 2; 1; 1; 0
0,0599999986588955; 1; 1; 1; 1; 1
0,109999999403954; 0; 1; 1; 0; 2
0,159999996423721; 1; 1; 1; 1; 1
0,209999993443489; 1; 1; 0; 1; 2
0,259999990463257; 2; 1; 1; 1; 1
0,310000002384186; 0; 0; 1; 1; 2
0,360000014305115; 1; 2; 1; 0; 0
0,409999996423721; 2; 2; 1; 1; 1
0,46000000834465; 2; 3; 2; 1; 1
0,509999990463257; 6; 2; 3; 3; 3
0,560000002384186; 4; 3; 3; 6; 3
0,610000014305115; 2; 9; 1; 6; 4
0,660000026226044; 6; 4; 6; 1; 3
0,709999978542328; 3; 4; 9; 3; 4
0,759999990463257; 1; 5; 5; 3; 4
0,810000002384186; 4; 6; 5; 6; 3
0,860000014305115; 9; 8; 6; 22; 15
