Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 3; 2; 4; 1; 3
0,0599999986588955; 2; 2; 3; 2; 2
0,109999999403954; 2; 1; 4; 1; 0
0,159999996423721; 3; 2; 3; 1; 2
0,209999993443489; 1; 0; 1; 2; 2
0,259999990463257; 0; 2; 2; 3; 0
0,310000002384186; 2; 3; 3; 2; 3
0,360000014305115; 3; 1; 1; 2; 1
0,409999996423721; 2; 1; 4; 3; 3
0,46000000834465; 6; 3; 4; 1; 3
0,509999990463257; 5; 4; 3; 3; 1
0,560000002384186; 7; 8; 2; 14; 7
0,610000014305115; 10; 6; 10; 5; 9
0,660000026226044; 5; 11; 5; 13; 8
0,709999978542328; 5; 8; 9; 4; 6
0,759999990463257; 7; 13; 9; 4; 6
0,810000002384186; 6; 8; 8; 11; 8
0,860000014305115; 11; 8; 12; 22; 15
