Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 2; 3; 5; 3; 3
0,0599999986588955; 0; 2; 2; 2; 1
0,109999999403954; 1; 1; 1; 3; 2
0,159999996423721; 2; 2; 0; 1; 4
0,209999993443489; 1; 0; 0; 2; 1
0,259999990463257; 1; 1; 3; 2; 0
0,310000002384186; 0; 2; 0; 0; 0
0,360000014305115; 0; 2; 0; 2; 1
0,409999996423721; 1; 0; 0; 1; 1
0,46000000834465; 1; 3; 3; 1; 0
0,509999990463257; 0; 1; 2; 1; 4
0,560000002384186; 0; 3; 7; 3; 2
0,610000014305115; 5; 8; 7; 3; 2
0,660000026226044; 1; 1; 6; 4; 5
0,709999978542328; 7; 9; 2; 3; 5
0,759999990463257; 4; 3; 3; 3; 5
0,810000002384186; 7; 6; 8; 6; 9
0,860000014305115; 4; 10; 22; 5; 14
