Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 6; 6; 6; 5; 7
0,0599999986588955; 5; 4; 3; 5; 2
0,109999999403954; 5; 8; 4; 6; 2
0,159999996423721; 5; 3; 8; 3; 2
0,209999993443489; 3; 3; 3; 5; 3
0,259999990463257; 3; 6; 3; 5; 2
0,310000002384186; 2; 3; 7; 2; 5
0,360000014305115; 4; 3; 4; 6; 7
0,409999996423721; 3; 9; 6; 2; 3
0,46000000834465; 11; 6; 10; 7; 4
0,509999990463257; 8; 6; 7; 8; 7
0,560000002384186; 11; 9; 11; 7; 12
0,610000014305115; 8; 14; 10; 9; 11
0,660000026226044; 13; 9; 12; 8; 13
0,709999978542328; 11; 14; 11; 11; 11
0,759999990463257; 10; 12; 17; 16; 8
0,810000002384186; 10; 12; 16; 13; 18
0,860000014305115; 14; 21; 23; 10; 17
