           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               3/26;               1/26;               2/26;               2/26;               1/26
       level2_2;               4/26;               4/26;               4/26;               5/26;               4/26
       level3_1;               0/26;               1/26;               2/26;               0/26;               0/26
       level3_2;               1/26;               0/26;               1/26;               0/26;               0/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               0/26;               1/26;               0/26;               1/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0306004670868756;   0,0314241210045471;   0,0290641903308735;   0,0293754039790851;   0,0320342527714028
         2;   0,0187042579396431;   0,0203311625576346;   0,0171213406574087;   0,0185830413615542;   0,0212481260998688
         3;   0,0123969175854187;   0,0132715032286483;   0,0113210371912153;   0,0125376490088245;   0,0141579133360478
         4;  0,00929830299609251;  0,00935007048911762;  0,00815591299881087;  0,00956365093413365;    0,010549335580071
         5;                    0;                    0;                    0;                    0;  0,00871012143784275
