           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               2/26;               1/26;               2/26;               0/26;               0/26
       level2_2;               5/26;               6/26;               3/26;               4/26;               1/26
       level3_1;               0/26;               1/26;               0/26;               1/26;               0/26
       level3_2;               2/26;               0/26;               1/26;               1/26;               0/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               1/26;               0/26;               0/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0344715554701431;   0,0349439941157068;   0,0349090498297288;   0,0345926647886045;   0,0349705533838016
         2;   0,0268964409184302;   0,0280640451569034;   0,0288442602548642;   0,0279581550949064;   0,0278953400509573
         3;   0,0204539967582366;   0,0213656777503906;   0,0230516349504708;    0,021489827096109;    0,020981409068204
         4;   0,0160712041766387;   0,0162238634305521;   0,0177542154564217;   0,0165579720055269;   0,0162714644491071
         5;   0,0130398910384214;   0,0126674162146409;   0,0134951568091485;   0,0129921541622531;   0,0126513347096093
         6;    0,010927094222273;   0,0103573941332043;   0,0104772148830176;   0,0105839327455251;   0,0102373628596768
         7;  0,00944855813963015;  0,00882662106273175;  0,00830310110468059;   0,0089250297552377;  0,00864743737967584
