           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               3/26;               0/26;               3/26;               2/26;               5/26
       level2_2;               5/26;               3/26;               3/26;               4/26;               3/26
       level3_1;               0/26;               0/26;               2/26;               1/26;               1/26
       level3_2;               1/26;               1/26;               1/26;               0/26;               0/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               1/26;               1/26;               0/26;               1/26
       level5_3;               1/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0292290337380486;   0,0283127242933213;   0,0276319982865721;   0,0282480512685689;   0,0287437590042816
         2;   0,0186186226041491;   0,0165798022025908;   0,0150997433355692;   0,0160983071699001;   0,0161254358827627
         3;   0,0124149264634567;   0,0108546226558073;   0,0106926626565675;   0,0106795302980348;   0,0102020050567131
         4;  0,00912842162491728;  0,00843560641707373;  0,00892755916327402;  0,00804033030253374;   0,0080822553499645
