           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               1/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               7/26;              11/26;               8/26;               3/26;               8/26
       level2_2;              12/26;              12/26;              12/26;              11/26;              12/26
       level3_1;               4/26;               4/26;               5/26;               1/26;               3/26
       level3_2;               5/26;               5/26;               4/26;               3/26;               6/26
       level4_1;               1/26;               1/26;               1/26;               2/26;               1/26
       level4_2;               3/26;               5/26;               3/26;               4/26;               7/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               2/26;               0/26;               3/26;               2/26
       level5_3;               1/26;               2/26;               2/26;               4/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               1/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0419700685060498;   0,0411078310428906;   0,0428691026878916;   0,0408601150165977;   0,0419585986800697
         2;   0,0437101341090324;   0,0381736457449843;   0,0445068893095023;   0,0435554379016512;   0,0427714027017779
         3;   0,0438463706592412;   0,0448969876494719;    0,044079766539555;   0,0459744759366292;   0,0419136706997556
         4;    0,038563103072757;   0,0483194598874663;   0,0395088661567762;   0,0460123301858766;   0,0431499918804031
         5;   0,0429081051501741;    0,047858149285098;   0,0416419930286269;   0,0450737808464911;   0,0411820132595018
         6;   0,0445019870646463;   0,0456010944550966;   0,0384415433205682;   0,0456128614155535;    0,039938281553321
         7;   0,0465208046163971;   0,0424187070519796;   0,0326347422829643;   0,0439796061493544;    0,045973982284431
         8;   0,0481193944125154;   0,0418712114230138;    0,024347609879272;   0,0439714984019096;   0,0431365103959407
         9;   0,0484750129731233;   0,0405370354222562;   0,0293167223479842;   0,0436046812486207;   0,0465724479961885
        10;   0,0452416555865092;    0,037098982652358;    0,025487996485195;   0,0451497764862344;   0,0389629855076761
        11;   0,0427991866983435;   0,0325383862990557;   0,0227978619612578;   0,0409622854384141;   0,0395922598469812
        12;   0,0396503556522754;   0,0306618600664685;   0,0204841435663641;   0,0378711168568229;   0,0375785548094447
        13;   0,0376884944106196;   0,0246273472618605;   0,0199937189079981;   0,0361073331126516;   0,0325445040392606
        14;    0,035768730142747;   0,0220837182832075;   0,0189711393029246;   0,0323769611231676;   0,0296448127857209
        15;   0,0359515082718619;   0,0222316161546225;   0,0175685247562102;   0,0270920034120483;   0,0290405580121924
        16;    0,032742610538735;   0,0231762751507502;    0,019566937303124;   0,0262343820504378;   0,0297908542155745
        17;   0,0283790890068423;   0,0237704813557899;   0,0198164238538446;    0,023087720886833;   0,0273959801003729
        18;   0,0257998683151912;   0,0115537201177904;   0,0244377158445802;   0,0232406946842865;   0,0299536572970281
        19;   0,0267191121445449;   0,0141947984194206;   0,0208295115257909;    0,018242035308822;   0,0312552473747654
        20;   0,0321448766280848;   0,0163519373348592;   0,0190566718723797;   0,0166787695455487;   0,0254478630029784
        21;   0,0261398927305912;    0,016918124761506;   0,0213782776005374;   0,0165398525749078;   0,0260835087003117
        22;   0,0271050984647879;   0,0159088072673749;   0,0186727775400967;   0,0108800875838511;   0,0208074938802027
        23;   0,0257029757911232;   0,0164316955863261;   0,0197592197715207;   0,0130461424564765;   0,0150779932514958
        24;   0,0238001049946516;    0,013017059120078;   0,0268429332333121;  0,00650359736959607;   0,0132181855318226
        25;   0,0252992433029452;    0,012288047738403;   0,0161505381495425;                    0;   0,0122364248540518
        26;   0,0233270143319773;  0,00625651938750587;   0,0156311986660099;                    0;  0,00758852320843631
        27;   0,0227888631867062;                    0;   0,0200862046940592;                    0;                    0
        28;   0,0166804753064839;                    0;   0,0187789262282919;                    0;                    0
        29;   0,0104136766370989;                    0;   0,0177288444563485;                    0;                    0
        30;  0,00984912406032116;                    0;   0,0230453723449143;                    0;                    0
        31;                    0;                    0;   0,0193450818600688;                    0;                    0
        32;                    0;                    0;    0,019798337402771;                    0;                    0
        33;                    0;                    0;   0,0162661080848004;                    0;                    0
        34;                    0;                    0;   0,0220608457596766;                    0;                    0
        35;                    0;                    0;   0,0157928311235122;                    0;                    0
        36;                    0;                    0;   0,0182807644030687;                    0;                    0
        37;                    0;                    0;   0,0245060449334266;                    0;                    0
        38;                    0;                    0;   0,0119516627671194;                    0;                    0
        39;                    0;                    0;   0,0182759406585016;                    0;                    0
        40;                    0;                    0;   0,0144507358927212;                    0;                    0
        41;                    0;                    0;   0,0134150137523492;                    0;                    0
        42;                    0;                    0;   0,0129677492140527;                    0;                    0
        43;                    0;                    0;   0,0156158080054601;                    0;                    0
        44;                    0;                    0;  0,00901707748764452;                    0;                    0
