           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               1/26
       level2_1;               3/26;               2/26;               1/26;               2/26;               3/26
       level2_2;               5/26;               6/26;               4/26;               7/26;               9/26
       level3_1;               1/26;               1/26;               1/26;               3/26;               2/26
       level3_2;               3/26;               1/26;               1/26;               2/26;               1/26
       level4_1;               0/26;               1/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               2/26;               1/26;               1/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               1/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0377186014727574;   0,0377186103345232;   0,0377186376493657;   0,0377187144129254;   0,0377186209837007
         2;   0,0377156551225776;   0,0377156650248317;   0,0377156571103965;   0,0377156621348454;   0,0377156573501258
         3;   0,0377156446548226;   0,0377156556148936;   0,0377156460599266;   0,0377156511080259;   0,0377156450104437
         4;    0,037715643168858;   0,0377156553503914;   0,0377156437563617;   0,0377156485873109;   0,0377156405990254
         5;   0,0377156412523844;   0,0377156548473968;   0,0377156405721321;   0,0377156448193763;   0,0377156335038775
         6;   0,0377156385064768;   0,0377156537574389;   0,0377156358463063;   0,0377156388689608;   0,0377156210083988
         7;   0,0377156345728605;    0,037715651791385;   0,0377156287415266;   0,0377156293446292;   0,0377155965793963
         8;   0,0377156289144513;   0,0377156485076603;   0,0377156177656136;   0,0377156135692328;   0,0377155379701239
         9;   0,0377156206728424;   0,0377156431813057;   0,0377155999134391;   0,0377155856461944;   0,0377153213817174
        10;   0,0377156083893386;   0,0377156345379179;   0,0377155679704154;   0,0377155296295901;   0,0377137569127168
        11;   0,0377155893692927;   0,0377156201111541;   0,0377154987268856;   0,0377153835842547;   0,0377053322627318
        12;   0,0377155579951797;   0,0377155943873018;   0,0377152608627097;   0,0377146456287877;   0,0376851004122209
        13;   0,0377155001304686;   0,0377155418169922;   0,0377127718125035;   0,0377086569075502;   0,0376582366093389
        14;   0,0377153665443789;    0,037715396734813;   0,0376998742570672;   0,0376905279328601;   0,0376295407670477
        15;   0,0377148402485238;    0,037714638713175;   0,0376781456948994;   0,0376580146689348;   0,0376006246560926
        16;   0,0377109151006191;    0,037709856510137;   0,0376524209262936;    0,037614006768293;   0,0375717345128122
        17;    0,037696134006828;   0,0376966634513037;   0,0376217935379418;   0,0375586296107151;   0,0375388362962785
        18;   0,0376655284140565;   0,0376733252110272;   0,0375777662167017;   0,0374795585341483;   0,0374970576354806
        19;    0,037614915627884;    0,037630047384156;   0,0375081107250065;   0,0373608356000209;   0,0374338529972757
        20;   0,0375444591678815;   0,0375615955327835;   0,0374120380023302;   0,0372165458048198;   0,0373429124731975
        21;   0,0374432059924286;   0,0374745408629343;    0,037281920176888;   0,0370515123796633;   0,0372266465796895
        22;   0,0373174958727395;    0,037370292237678;   0,0371267077389781;   0,0368737477121221;   0,0370918018094354
        23;   0,0371624486669379;   0,0372450541002082;    0,036947216794365;   0,0366878786845748;   0,0369451537389586
        24;   0,0369686728508616;   0,0370847714579636;   0,0367279916334955;   0,0364877238647812;   0,0367708645423362
        25;   0,0367619460277421;   0,0368931135930926;   0,0364973648211358;   0,0362807948325926;   0,0365779564328037
        26;   0,0365154097082335;   0,0366745301283988;   0,0362349867235771;   0,0360658690315154;   0,0363546417927006
        27;   0,0362612467091699;   0,0364375587269068;   0,0359672227188262;   0,0358316564414473;   0,0360975975488113
        28;    0,035994344114092;   0,0361654113970051;   0,0356733726376014;   0,0355849121166467;   0,0358088168967638
        29;   0,0357087121105608;   0,0358897603469969;   0,0353545074248065;   0,0353237104759569;   0,0355074571999954
        30;   0,0353947645649088;   0,0355901655246943;   0,0350408252802897;   0,0350414144878573;   0,0351741671414119
        31;   0,0350666009477879;   0,0352580089474564;   0,0347049060521744;   0,0347153341478765;   0,0348149822850444
        32;   0,0347278413701342;   0,0348831734784613;   0,0343403824246662;   0,0344100716168286;   0,0344273164978093
        33;   0,0343610616508205;   0,0345064205053497;   0,0339544847247534;   0,0340844859105083;   0,0340492971001281
        34;   0,0339789505525278;   0,0341025453006713;   0,0335717102897708;   0,0337492322893032;   0,0336474868929006
        35;   0,0335928889503801;   0,0336765422876243;   0,0331702511817156;   0,0334130564591432;   0,0332147660895943
        36;   0,0332058210446716;   0,0332341029656112;    0,032743192673356;   0,0330800382883074;    0,032779964882077
        37;   0,0328152861113098;   0,0327747430930529;    0,032282484439514;    0,032751297359363;   0,0323339929031958
        38;   0,0324154249767733;   0,0322894207583782;   0,0318288223765199;   0,0324256232818071;   0,0318672301569669
        39;   0,0319929140325159;    0,031805272884198;   0,0313494656646542;   0,0321000586135351;   0,0313784335651713
        40;   0,0315567095785088;   0,0313067878871826;   0,0308448325804466;   0,0317720819685681;    0,030888313656707
        41;   0,0311420734308696;   0,0307885506714325;   0,0303225492335778;   0,0314416930150808;     0,03038955695547
        42;   0,0307134050641089;   0,0302574831720039;   0,0297857849235133;   0,0311093456201958;   0,0298817366847075
        43;    0,030267392841646;   0,0297198620338147;   0,0292388932222921;   0,0307737967615606;   0,0293698080952663
        44;   0,0298113638487327;   0,0291823227621406;   0,0286893821635348;   0,0304346660840168;   0,0288594681318996
        45;   0,0293513104894261;   0,0286503645096832;   0,0281428055451255;   0,0300987978622389;   0,0283539429479586
        46;   0,0288849005735323;   0,0281270923793602;   0,0276011734635885;   0,0297594010939348;   0,0278548761359733
        47;   0,0284020489486543;   0,0276147174236782;   0,0270657180789725;   0,0294006193337049;   0,0273642357969974
        48;   0,0279470076884366;   0,0271149228569283;   0,0265374857256021;    0,028998374276785;   0,0268844849696119
        49;   0,0275012644537268;   0,0266288477777215;   0,0260179448255886;   0,0286109035795821;   0,0264176565146885
        50;   0,0270550286932745;   0,0261571529638919;    0,025508957736797;   0,0282176342328676;   0,0259641544315519
        51;   0,0266113250042178;   0,0257001184419274;    0,025012154486804;    0,027809345622297;   0,0255230079866944
        52;   0,0261720090418327;   0,0252577347477869;   0,0245284937255153;   0,0273797810852909;   0,0250934781925572
        53;   0,0257366519605131;   0,0248297726856895;   0,0240583015328215;   0,0269348928386911;   0,0246753639762784
        54;    0,025307666226201;   0,0244158145523598;   0,0236015345909464;   0,0264812763702293;   0,0242685705945585
        55;   0,0248906489896049;   0,0240151861573836;   0,0231579861201533;   0,0260201134030701;   0,0238728471172761
        56;   0,0244841077000594;   0,0236264396484586;   0,0227273783413686;   0,0255512129683633;   0,0234876269252093
        57;   0,0240848282091332;   0,0232432094496821;   0,0223093929899042;   0,0250749919273819;   0,0231116744961267
        58;   0,0236919404668792;   0,0228234841816208;   0,0219036797817512;   0,0245936627990092;   0,0227420037608839
        59;   0,0233053449568841;   0,0224335374033927;    0,021509859379924;    0,024111304969582;   0,0223742389422472
        60;   0,0229248808937626;   0,0221004817511606;   0,0211275337700944;   0,0236313086397294;   0,0220171901507657
        61;   0,0225503125451963;    0,021778091714381;   0,0207563200638346;   0,0231560231549272;   0,0216754612259088
        62;   0,0221810790321331;   0,0214536656836198;   0,0203959161203505;   0,0226875470575945;   0,0213388276701883
        63;   0,0218148383348248;   0,0211291835852113;   0,0200461766358465;   0,0222277981132234;   0,0210033752110334
        64;   0,0214527351445135;   0,0208088272791224;    0,019707121265868;   0,0217784727274147;   0,0206696595763127
        65;   0,0211080832408724;   0,0204953788979517;   0,0193787503780511;   0,0213409225696794;   0,0203401257882602
        66;   0,0207767935411685;   0,0201904225142125;   0,0190607346046468;   0,0209160981122466;   0,0200173762491903
        67;   0,0204534533927169;   0,0198947509710453;   0,0187524893007908;   0,0205045904958622;   0,0197030401055006
        68;   0,0201371366837737;   0,0196083936814112;   0,0184535539795336;   0,0201066937245265;   0,0193976670129028
        69;   0,0198280688503921;   0,0193302008306555;    0,018163611072328;   0,0197224621919451;    0,019101184858198
        70;   0,0195266503564551;   0,0190584342324574;   0,0178824057643003;   0,0193517625635867;   0,0188132733066269
        71;   0,0192333199714963;   0,0187923702395554;   0,0176096544642826;   0,0189943198979821;   0,0185335246403083
        72;   0,0189483742735971;   0,0185320951681539;    0,017345029000412;   0,0186497588246382;   0,0182614544797484
        73;     0,01867172745992;   0,0182775870204683;     0,01708818092488;   0,0183176401393446;   0,0179962786544137
        74;   0,0184030245552789;   0,0180284400175734;   0,0168387512412334;   0,0179974913841496;   0,0177357592513931
        75;   0,0181418893699826;   0,0177840061010206;   0,0165963710661502;   0,0176888293619021;    0,017474861500851
        76;    0,017888015642273;   0,0175437093086512;   0,0163606612983014;   0,0173911740560431;   0,0172194850666432
        77;   0,0176411441683105;    0,017307291728768;   0,0161312334473258;   0,0171040556877707;   0,0169754820668729
        78;   0,0174010281538106;   0,0170748578141843;   0,0159076905875725;   0,0168270177538525;   0,0167388044597942
        79;   0,0171674181121243;   0,0168467273921851;   0,0156896274911679;     0,01655961842746;   0,0165075743893063
        80;   0,0169400604088418;   0,0166231817191535;   0,0154766370007298;    0,016301431566436;   0,0162814333851987
        81;   0,0167187000337669;    0,016404196354828;   0,0152683449605164;   0,0160520476558379;   0,0160604528237245
        82;   0,0165030828645218;   0,0161893142242146;   0,0150644972905039;   0,0158110745843456;   0,0158448513336664
        83;   0,0162929562281485;   0,0159778863207783;   0,0148650674277888;   0,0155781380756568;   0,0156348950526074
        84;   0,0160880680447365;    0,015769593543689;   0,0146702561970309;   0,0153528816633186;    0,015430811815158
        85;   0,0158881650100283;   0,0155646791503346;   0,0144803168694909;   0,0151349661898568;   0,0152327376406452
        86;   0,0156929898219581;   0,0153637264944694;   0,0142953944936609;   0,0149240688856477;   0,0150407107140553
        87;   0,0155022768801196;   0,0151673786104916;   0,0141155127762057;   0,0147198821350924;   0,0148546928674619
        88;   0,0153157460013119;   0,0149761921836632;   0,0139405012641693;   0,0145221120731524;   0,0146745944640518
        89;   0,0151330963796422;   0,0147905786582182;   0,0137697289763095;   0,0143304771775733;   0,0145002914407338
        90;   0,0149540096044435;   0,0146107906703459;   0,0136019392108373;   0,0141447070277593;   0,0143316334586482
        91;   0,0147781700652285;   0,0144369477556526;   0,0134357131908159;   0,0139645413813515;   0,0141684461397417
        92;   0,0146052690412083;   0,0142690846127526;   0,0132705920378157;   0,0137897296662668;   0,0140105308552812
        93;   0,0144348786244904;   0,0141071882451821;   0,0131075078437923;   0,0136200309022805;   0,0138576643579595
        94;   0,0142660427270913;   0,0139512037078611;   0,0129476921310538;   0,0134552139721458;   0,0137095990092568
        95;   0,0140963571056727;   0,0138010221178385;   0,0127917877867792;   0,0132950580892052;   0,0135660635971509
