Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 8; 7; 5; 9; 5
0,0599999986588955; 4; 6; 3; 4; 3
0,109999999403954; 3; 4; 4; 5; 4
0,159999996423721; 5; 6; 5; 3; 3
0,209999993443489; 7; 2; 4; 3; 7
0,259999990463257; 3; 5; 3; 5; 2
0,310000002384186; 2; 5; 2; 6; 5
0,360000014305115; 4; 4; 4; 5; 3
0,409999996423721; 7; 4; 3; 4; 4
0,46000000834465; 7; 4; 4; 8; 9
0,509999990463257; 9; 13; 7; 5; 8
0,560000002384186; 14; 6; 14; 7; 11
0,610000014305115; 9; 13; 11; 13; 12
0,660000026226044; 12; 9; 10; 11; 12
0,709999978542328; 15; 11; 7; 14; 11
0,759999990463257; 12; 11; 11; 18; 14
0,810000002384186; 11; 14; 15; 12; 17
0,860000014305115; 10; 9; 24; 19; 14
