Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 4; 2; 4; 2; 4
0,0599999986588955; 2; 0; 3; 2; 2
0,109999999403954; 1; 2; 2; 3; 2
0,159999996423721; 2; 3; 5; 1; 0
0,209999993443489; 3; 3; 0; 2; 4
0,259999990463257; 1; 4; 0; 0; 1
0,310000002384186; 2; 0; 1; 3; 1
0,360000014305115; 3; 2; 2; 2; 2
0,409999996423721; 4; 1; 1; 3; 2
0,46000000834465; 2; 4; 1; 2; 3
0,509999990463257; 5; 5; 5; 7; 4
0,560000002384186; 12; 6; 4; 6; 7
0,610000014305115; 8; 5; 8; 3; 8
0,660000026226044; 7; 8; 8; 5; 6
0,709999978542328; 10; 12; 9; 6; 7
0,759999990463257; 5; 8; 5; 7; 9
0,810000002384186; 10; 11; 10; 4; 8
0,860000014305115; 7; 8; 22; 11; 12
