Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 2; 3; 1; 1; 4
0,0599999986588955; 1; 2; 1; 1; 1
0,109999999403954; 2; 0; 2; 2; 2
0,159999996423721; 1; 3; 2; 2; 1
0,209999993443489; 2; 0; 1; 1; 1
0,259999990463257; 0; 1; 1; 1; 2
0,310000002384186; 1; 0; 0; 0; 2
0,360000014305115; 0; 3; 2; 0; 0
0,409999996423721; 2; 2; 1; 2; 3
0,46000000834465; 4; 2; 3; 1; 3
0,509999990463257; 1; 1; 5; 4; 3
0,560000002384186; 1; 3; 3; 4; 5
0,610000014305115; 4; 7; 5; 4; 8
0,660000026226044; 3; 4; 6; 6; 8
0,709999978542328; 6; 5; 2; 6; 2
0,759999990463257; 4; 5; 5; 9; 12
0,810000002384186; 2; 8; 4; 8; 12
0,860000014305115; 3; 6; 22; 16; 10
