           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               2/26;               1/26;               3/26;               1/26;               2/26
       level2_2;               3/26;               4/26;               5/26;               4/26;               5/26
       level3_1;               1/26;               1/26;               3/26;               0/26;               0/26
       level3_2;               2/26;               2/26;               2/26;               1/26;               2/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               1/26;               0/26;               0/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0336403935813439;    0,035289191299737;   0,0340983520443959;   0,0347700511875555;    0,034803002430489
         2;   0,0246017564683218;   0,0295319758786058;   0,0270648487695129;   0,0268014330288134;   0,0286213402167555
         3;   0,0175515441135327;   0,0238131487084276;   0,0208766150523977;   0,0205635296600483;   0,0224819912976227
         4;   0,0124820696149093;   0,0186579290943666;   0,0169837207966644;   0,0165223485988701;   0,0173587913439323
         5;  0,00901694874487027;   0,0152661883236496;   0,0147977188045626;   0,0133647071996261;   0,0138763271454787
         6;                    0;   0,0122170495025054;   0,0134269847312602;   0,0108322766466635;   0,0116338005788564
         7;                    0;  0,00982834436302377;   0,0121284014274969;  0,00918322239597255;   0,0100513518307101
         8;                    0;                    0;    0,010687165973076;                    0;   0,0088935753006335
         9;                    0;                    0;  0,00933521117257306;                    0;                    0
