           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               1/26;               0/26;               1/26;               3/26;               0/26
       level2_2;               4/26;               3/26;               5/26;               3/26;               3/26
       level3_1;               0/26;               0/26;               0/26;               0/26;               2/26
       level3_2;               1/26;               0/26;               0/26;               0/26;               1/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               1/26;               0/26;               0/26;               1/26
       level5_3;               1/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0299134729420478;   0,0312705558301793;   0,0315614661974133;   0,0315452577163692;   0,0319837478893344
         2;   0,0194196968757867;   0,0214581764775575;   0,0212376793748066;   0,0210596319428266;   0,0217996081840129
         3;   0,0127965991885267;   0,0144382542903337;   0,0139171972137366;   0,0145144047473646;   0,0143585292980973
         4;  0,00924523517930876;   0,0104466415487235;     0,01018158742394;   0,0109797448541512;   0,0102361503933282
         5;                    0;  0,00819987384093289;   0,0078492034938607;  0,00901598569010669;  0,00793172104324626
