           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               0/26;               3/26;               2/26;               0/26;               4/26
       level2_2;               4/26;               4/26;               6/26;               5/26;               3/26
       level3_1;               1/26;               1/26;               0/26;               0/26;               2/26
       level3_2;               1/26;               2/26;               1/26;               0/26;               2/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               1/26;               1/26;               0/26;               1/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0279381879290625;   0,0301469536698574;   0,0273419848214995;   0,0274540302943193;   0,0299155683677597
         2;   0,0160949692316123;   0,0173181272421493;   0,0142097709137436;   0,0139562282863135;   0,0170438436589396
         3;   0,0105213849000921;   0,0106685179092963;  0,00880685132873446;  0,00787651609387337;   0,0097636360613213
         4;  0,00712959833548755;  0,00736428125647686;                    0;                    0;                    0
