           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               1/26;               0/26;               1/26;               0/26
       level2_1;               3/26;               4/26;               3/26;               3/26;               6/26
       level2_2;               3/26;              11/26;               4/26;               4/26;               7/26
       level3_1;               3/26;               2/26;               1/26;               4/26;               3/26
       level3_2;               2/26;               1/26;               1/26;               4/26;               3/26
       level4_1;               1/26;               1/26;               0/26;               0/26;               1/26
       level4_2;               0/26;               1/26;               1/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               2/26;               2/26;               0/26;               1/26
       level5_3;               1/26;               0/26;               1/26;               0/26;               1/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0392914474210727;   0,0378923575090904;   0,0355893446744415;   0,0396235407434469;   0,0382555019892827
         2;   0,0379671166293766;   0,0304530828941901;   0,0257168634844485;   0,0357302132947659;   0,0311444070159946
         3;   0,0282238995457212;   0,0207731779329076;   0,0131925107604766;   0,0212994646023485;   0,0177298551909226
         4;   0,0159640175723835;   0,0135647558683733;  0,00986708432517555;   0,0151760139907028;   0,0113092421772012
         5;  0,00969519485222766;   0,0105485612876863;                    0;   0,0126147985274306;   0,0127947843014779
         6;                    0;   0,0106896862998917;                    0;    0,012384036894196;   0,0114072587845099
         7;                    0;  0,00889366601771019;                    0;   0,0108496128286444;   0,0133170746092385
         8;                    0;                    0;                    0;  0,00988146579988812;   0,0118608971322859
         9;                    0;                    0;                    0;                    0;   0,0119549036698989
        10;                    0;                    0;                    0;                    0;   0,0056684364210018
