           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               3/26;               3/26;               4/26;               0/26;               2/26
       level2_2;               4/26;               3/26;               3/26;               4/26;               5/26
       level3_1;               1/26;               0/26;               0/26;               1/26;               0/26
       level3_2;               0/26;               2/26;               2/26;               0/26;               0/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               1/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               1/26;               0/26;               1/26;               1/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0277118125052309;    0,026824104103841;   0,0263616303687645;   0,0281162368801061;   0,0275116045342432
         2;    0,015957757114811;   0,0145424216283324;   0,0144829185043268;   0,0172825415373652;   0,0146555103206129
         3;   0,0104614760468436;   0,0096766573349998;   0,0100072960472278;   0,0109529298628612;  0,00970960146662675
         4;  0,00826548545282875;                    0;  0,00819548232114256;  0,00815618109610654;                    0
