           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               0/26;               2/26;               2/26;               3/26;               0/26
       level2_2;               5/26;               1/26;               4/26;               1/26;               5/26
       level3_1;               2/26;               1/26;               1/26;               1/26;               1/26
       level3_2;               0/26;               1/26;               1/26;               1/26;               0/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               1/26;               0/26;               0/26;               1/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0316805088739481;   0,0300419707639637;   0,0310652815208193;    0,031011957988656;   0,0308076356628626
         2;   0,0207850912040935;   0,0191331764784557;    0,021213788982153;   0,0208964108952451;   0,0197374765480122
         3;   0,0139502755776976;   0,0125091999883774;   0,0141685116246581;   0,0146674535007838;   0,0130046773762356
         4;   0,0103726619140257;  0,00922818891073576;   0,0103572468201669;    0,010669892457444;  0,00897680815408525
         5;  0,00821191580563348;                    0;  0,00841439216180947;  0,00806677947245207;                    0
