           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               1/26
       level3_1;               2/26;               0/26;               1/26;               0/26;               1/26
       level3_2;               1/26;               1/26;               1/26;               0/26;               1/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               1/26;               1/26;               1/26;               1/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0319199964324846;   0,0325905229878243;   0,0319385607659859;   0,0307560078323041;   0,0316208778319078
         2;   0,0214007852040932;   0,0236797623730909;     0,02340836824694;   0,0197469950962484;   0,0219149939569515
         3;   0,0149438089897818;   0,0164920233579201;   0,0164010224391021;   0,0129339522671505;   0,0152957463563591
         4;   0,0119327631316791;   0,0120831497754474;   0,0128252905138302;  0,00948720212489645;    0,011923806362229
         5;   0,0102625079460833;   0,0098799937930802;   0,0106377939956656;                    0;   0,0101733748076131
         6;  0,00915709323615257;                    0;  0,00847017871285244;                    0;  0,00883918336788654
