           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               1/26;               0/26;               0/26;               0/26
       level3_1;               1/26;               0/26;               0/26;               1/26;               1/26
       level3_2;               2/26;               1/26;               2/26;               1/26;               2/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               1/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               0/26;               1/26;               0/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0376538933358855;    0,037586980803967;    0,037462775970027;   0,0376417527499933;   0,0374548112267664
         2;   0,0369932267917229;   0,0366979030517292;   0,0362623504956959;   0,0368014291976406;    0,036272231082879
         3;   0,0356335508012481;   0,0348172334544829;    0,034045399879253;   0,0349616379667156;   0,0337199146148512
         4;   0,0337216688256244;   0,0318013286483437;   0,0303804547608186;   0,0320057518844205;   0,0296718538894839
         5;   0,0315271638869524;   0,0281429428853806;   0,0266108449508189;   0,0286425487740438;   0,0253734333933997
         6;   0,0290914462469725;   0,0249529325550199;   0,0232797580076818;   0,0252869295669125;   0,0216807226952513
         7;   0,0266798032146099;     0,02221777998289;    0,020410162397177;   0,0219244060985155;    0,018145283340517
         8;   0,0242433569461045;    0,019814391703547;   0,0178762111142021;   0,0186624495895161;   0,0150573824133472
         9;   0,0215536808206653;   0,0176955774922013;   0,0156477107605268;   0,0159149973770944;   0,0126833604235126
        10;   0,0191427667025193;   0,0158655675721507;   0,0137481540476444;   0,0138504935036546;   0,0109226437816293
        11;   0,0171756275963568;   0,0143064223699054;   0,0122109388114934;   0,0123075048294708;  0,00960690753954903
        12;   0,0154977072578699;    0,013006159163903;   0,0109747902760826;   0,0110860111761013;                    0
        13;   0,0140529690604614;   0,0119486193508072;   0,0099690490642649;   0,0100751138129735;                    0
        14;   0,0127915194184054;   0,0110808851107655;                    0;  0,00921403401709552;                    0
        15;   0,0116397853449743;   0,0103559787253228;                    0;                    0;                    0
        16;   0,0106247914798925;  0,00977437946516354;                    0;                    0;                    0
        17;  0,00974026478512669;                    0;                    0;                    0;                    0
