           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               1/26;               0/26;               0/26;               0/26
       level3_1;               3/26;               2/26;               1/26;               1/26;               2/26
       level3_2;               3/26;               4/26;               1/26;               1/26;               2/26
       level4_1;               0/26;               1/26;               2/26;               2/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               1/26;               2/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               0/26;               0/26;               1/26;               0/26
       level5_3;               1/26;               0/26;               1/26;               0/26;               1/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               1/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0397198738900511;   0,0394038376000499;   0,0389575448118585;   0,0397092165865638;   0,0384112338891927
         2;   0,0368849036345321;   0,0327395472097736;   0,0344136346813529;   0,0359632526648395;    0,033194035400539
         3;   0,0272774067353592;   0,0212509267672868;   0,0229776138456303;   0,0217178740035919;   0,0231024163402644
         4;   0,0142903097416665;   0,0133857035791829;   0,0148371338904671;   0,0125330139617445;   0,0145386961716209
         5;  0,00788577286086916;   0,0103616034730905;   0,0154230252523727;  0,00872984519237797;   0,0112796967995506
         6;                    0;   0,0101841977399468;  0,00939242607167079;                    0;  0,00906982649891414
         7;                    0;  0,00937890411195868;                    0;                    0;                    0
