           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               3/26;              11/26;               4/26;               2/26;               1/26
       level3_1;               4/26;              11/26;               5/26;               5/26;               3/26
       level3_2;               7/26;              17/26;               6/26;               7/26;               6/26
       level4_1;               5/26;              13/26;               4/26;               2/26;               2/26
       level4_2;               6/26;              12/26;               4/26;               5/26;               1/26
       level5_1;               1/26;              11/26;               2/26;               2/26;               0/26
       level5_2;               1/26;              11/26;               3/26;               3/26;               0/26
       level5_3;               3/26;              11/26;               3/26;               2/26;               0/26
       level5_4;               1/26;              11/26;               2/26;               2/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0460385523740881;   0,0460393064758088;   0,0460389412122083;   0,0460384393076318;   0,0460384874906822
         2;   0,0460385158737149;   0,0460393974120483;    0,046038946089463;   0,0460384718063422;   0,0460384542251795
         3;   0,0460385165257528;   0,0460394811713124;   0,0460389462409107;   0,0460384713578376;   0,0460384540679666
         4;   0,0460385171861191;   0,0460395804043142;   0,0460389463941076;   0,0460384709052513;   0,0460384539111741
         5;   0,0460385178548586;   0,0460396998811369;   0,0460389465490791;   0,0460384704486545;   0,0460384537547222
         6;   0,0460385185321744;   0,0460398465684441;   0,0460389467058312;   0,0460384699879821;   0,0460384535986697
         7;   0,0460385192182756;     0,04604003106323;   0,0460389468643702;   0,0460384695231676;   0,0460384534430789
         8;   0,0460385199133776;   0,0460402703205718;   0,0460389470247024;   0,0460384690541432;    0,046038453288015
         9;   0,0460385206177027;   0,0460405932816088;   0,0460389471868341;   0,0460384685808396;   0,0460384531335473
        10;   0,0460385213314796;   0,0460410537788623;   0,0460389473507721;   0,0460384681031861;   0,0460384529797485
        11;   0,0460385220549442;   0,0460417647227072;    0,046038947516523;   0,0460384676211107;   0,0460384528266956
        12;   0,0460385227883401;   0,0460430100058351;   0,0460389476840934;   0,0460384671345396;   0,0460384526744697
        13;   0,0460385235319183;   0,0460457645627568;   0,0460389478534905;   0,0460384666433975;   0,0460384525231563
        14;   0,0460385242859375;   0,0460568440741238;   0,0460389480247211;   0,0460384661476077;    0,046038452372846
        15;   0,0460385250506653;   0,0446304982617054;   0,0460389481977924;   0,0460384656470915;   0,0460384522236341
        16;   0,0460385258263774;   0,0471542493355175;   0,0460389483727116;    0,046038465141769;   0,0460384520756214
        17;   0,0460385266133586;    0,054406140485897;   0,0460389485494861;    0,046038464631558;   0,0460384519289145
        18;   0,0460385274119031;   0,0597190616988191;   0,0460389487281235;    0,046038464116375;   0,0460384517836258
        19;   0,0460385282223147;   0,0411411435481215;   0,0460389489086313;   0,0460384635961344;   0,0460384516398745
        20;   0,0460385290449074;   0,0557612812959607;   0,0460389490910172;   0,0460384630707487;   0,0460384514977863
        21;   0,0460385298800055;   0,0588039110621948;   0,0460389492752893;   0,0460384625401286;   0,0460384513574942
        22;   0,0460385307279446;   0,0586113238797453;   0,0460389494614553;   0,0460384620041826;    0,046038451219139
        23;   0,0460385315890715;   0,0588322523777384;   0,0460389496495235;   0,0460384614628175;   0,0460384510828699
        24;   0,0460385324637449;   0,0472888935754413;   0,0460389498395021;   0,0460384609159376;   0,0460384509488447
        25;    0,046038533352336;   0,0488328524500324;   0,0460389500313995;   0,0460384603634452;   0,0460384508172306
        26;    0,046038534255229;   0,0484893513246105;   0,0460389502252242;   0,0460384598052404;   0,0460384506882048
        27;   0,0460385351728214;   0,0493484713002911;   0,0460389504209848;   0,0460384592412209;   0,0460384505619552
        28;   0,0460385361055252;   0,0467751639964646;   0,0460389506186902;   0,0460384586712821;   0,0460384504386811
        29;   0,0460385370537668;   0,0485059831799889;   0,0460389508183493;   0,0460384580953169;   0,0460384503185942
        30;   0,0460385380179882;    0,049163697854406;   0,0460389510199711;   0,0460384575132158;   0,0460384502019191
        31;   0,0460385389986474;   0,0491707370780713;   0,0460389512235647;   0,0460384569248667;   0,0460384500888943
        32;   0,0460385399962192;   0,0491777849926629;   0,0460389514291396;   0,0460384563301546;   0,0460384499797737
        33;   0,0460385410111962;   0,0495308789003436;   0,0460389516367053;    0,046038455728962;   0,0460384498748271
        34;   0,0460385420440895;   0,0491115012097807;   0,0460389518462713;   0,0460384551211685;   0,0460384497743417
        35;   0,0460385430954289;   0,0491490592822643;   0,0460389520578474;   0,0460384545066508;   0,0460384496786233
        36;   0,0460385441657652;   0,0491512744764705;   0,0460389522714436;   0,0460384538852827;   0,0460384495879979
        37;   0,0460385452556698;    0,049153223527421;   0,0460389524870699;   0,0460384532569345;   0,0460384495028132
        38;   0,0460385463657364;   0,0601174089408079;   0,0460389527047364;   0,0460384526214739;   0,0460384494234399
        39;   0,0460385474965822;   0,0601133688294368;   0,0460389529244537;   0,0460384519787648;   0,0460384493502743
        40;   0,0460385486488485;   0,0601148825968853;   0,0460389531462322;   0,0460384513286678;   0,0460384492837398
