           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               1/26
       level3_1;               1/26;               2/26;               3/26;               1/26;               1/26
       level3_2;               2/26;               2/26;               2/26;               2/26;               2/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               0/26;               0/26;               1/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0353335229226567;   0,0349557557580403;   0,0355820278611216;    0,035271287803479;   0,0349330210635514
         2;   0,0296376825478963;   0,0283295482014764;   0,0298125478055295;   0,0289286567609701;   0,0285275821888662
         3;   0,0234973311079984;   0,0220054532698489;   0,0228132539319941;   0,0220564335913242;    0,022025939192959
         4;   0,0181662950800967;   0,0175900439892158;    0,016715134460859;   0,0164127544587548;   0,0172837493193829
         5;   0,0144752791071992;   0,0148394549371283;   0,0127997774392991;   0,0125742729563644;   0,0144517541241893
         6;   0,0120764850284794;   0,0129038415757917;   0,0103056557199785;   0,0101779021971808;   0,0125940654151356
         7;   0,0105606421941435;    0,011222542773345;  0,00870858964403207;  0,00860499612116257;   0,0112241918817651
         8;  0,00936729003126294;  0,00946717723840988;                    0;                    0;  0,00997343965166463
