           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level3_1;               0/26;               2/26;               3/26;               0/26;               0/26
       level3_2;               1/26;               1/26;               0/26;               0/26;               2/26
       level4_1;               0/26;               0/26;               0/26;               1/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               2/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               1/26;               1/26;               1/26;               1/26
       level5_3;               0/26;               0/26;               1/26;               1/26;               2/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0316282415851992;   0,0315738748708134;   0,0319645903858466;   0,0315128779310518;   0,0337300606788085
         2;   0,0171222028254261;   0,0182633818731794;   0,0177639599501184;   0,0164031889556014;   0,0256563869845265
         3;  0,00980626797347963;   0,0113534328657575;   0,0106061290424079;  0,00971061773592653;   0,0163695419999682
         4;                    0;  0,00829460660439556;  0,00853789658743187;                    0;   0,0111366265856944
         5;                    0;                    0;                    0;                    0;  0,00936585801690778
