           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               2/26;               0/26;               0/26;               0/26;               0/26
       level2_1;              10/26;               5/26;               4/26;              12/26;               5/26
       level2_2;              11/26;               9/26;               6/26;               9/26;              12/26
       level3_1;               4/26;               2/26;               2/26;               6/26;               5/26
       level3_2;               4/26;               2/26;               7/26;               4/26;               3/26
       level4_1;               0/26;               1/26;               2/26;               1/26;               4/26
       level4_2;               1/26;               2/26;               2/26;               7/26;               1/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               0/26;               1/26;               1/26;               1/26
       level5_3;               0/26;               0/26;               4/26;               1/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0413818795655488;    0,041382904658187;   0,0413804520559231;   0,0413862076845669;   0,0401744173480054
         2;   0,0413803815847682;   0,0406763854099274;   0,0413790745575364;   0,0414181690122536;   0,0425657638501622
         3;   0,0413144218019287;    0,043408400709866;   0,0413831629287204;   0,0414843482730351;   0,0423293345723738
         4;   0,0436809653774637;    0,044443452267247;   0,0444407226427617;   0,0411396611143516;   0,0433211809754356
         5;   0,0422658469972515;      0,0442395728473;   0,0447065610613001;   0,0425625990762482;   0,0436585478176365
         6;   0,0439244417238314;    0,040641618734943;   0,0416896840935858;   0,0392523964805014;   0,0424702545868847
         7;   0,0424818063129156;   0,0349344831675452;    0,037885991919615;   0,0384424480697438;   0,0405547244980559
         8;   0,0422573378052296;   0,0344657446057312;   0,0355725252655273;   0,0339942745679557;   0,0400676532518786
         9;   0,0344640526813671;   0,0311716538029102;   0,0292861714611094;   0,0275530707665484;   0,0389107791634831
        10;    0,025867944559762;   0,0296190227197434;   0,0224377978720292;   0,0267680565790187;   0,0380719143120214
        11;    0,022988940752926;   0,0292739666103967;   0,0138607091411219;   0,0258270307175387;    0,036812521276157
        12;   0,0290386690766884;   0,0258743052005081;  0,00926054668485373;   0,0237489331415454;   0,0337597037331514
        13;   0,0188812512340064;    0,026448539607933;                    0;   0,0191312344085885;   0,0300257494438196
        14;   0,0253530050955982;   0,0197744779146765;                    0;   0,0162170182328544;   0,0244343384842623
        15;   0,0126395210711137;   0,0163475557657295;                    0;   0,0186462511994355;   0,0155766714071972
        16;   0,0201458641568272;  0,00367302677581591;                    0;   0,0139338442142502;   0,0140177177868222
        17;   0,0192324205524468;                    0;                    0;   0,0152191412177414;   0,0144388379229746
        18;   0,0219686844382399;                    0;                    0;   0,0173314540517781;    0,015697983343945
        19;   0,0183408219451397;                    0;                    0;   0,0170976889720887;   0,0176077414600128
        20;   0,0134809340724162;                    0;                    0;   0,0140393601413972;   0,0148270523759431
        21;   0,0146657306972392;                    0;                    0;  0,00706231880956065;    0,011390905443757
        22;   0,0218469541469386;                    0;                    0;                    0;   0,0130275364931452
        23;   0,0123238868140511;                    0;                    0;                    0;   0,0130708024954949
        24;    0,018044644506097;                    0;                    0;                    0;    0,010339182868507
        25;   0,0144023458212388;                    0;                    0;                    0;  0,00494595441643035
        26;   0,0197032767703129;                    0;                    0;                    0;                    0
        27;   0,0159799934685797;                    0;                    0;                    0;                    0
        28;   0,0129738232635031;                    0;                    0;                    0;                    0
        29;   0,0130946160764419;                    0;                    0;                    0;                    0
        30;   0,0136021934066444;                    0;                    0;                    0;                    0
        31;   0,0136780936787482;                    0;                    0;                    0;                    0
        32;   0,0139640404336697;                    0;                    0;                    0;                    0
        33;   0,0141926162849536;                    0;                    0;                    0;                    0
        34;   0,0139351514929012;                    0;                    0;                    0;                    0
        35;   0,0140069556022764;                    0;                    0;                    0;                    0
        36;   0,0141299340571639;                    0;                    0;                    0;                    0
        37;   0,0142109869887871;                    0;                    0;                    0;                    0
        38;   0,0142424982808688;                    0;                    0;                    0;                    0
        39;   0,0142691419248354;                    0;                    0;                    0;                    0
