           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               1/26;               0/26;               0/26;               0/26
       level2_1;               3/26;               1/26;               2/26;               1/26;               1/26
       level2_2;               3/26;               2/26;               6/26;               4/26;               3/26
       level3_1;               1/26;               2/26;               1/26;               1/26;               0/26
       level3_2;               1/26;               0/26;               0/26;               0/26;               1/26
       level4_1;               1/26;               0/26;               0/26;               1/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               0/26;               0/26;               0/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0294479190392395;    0,030704001447678;   0,0291220544594398;   0,0303750323511615;   0,0301271898850855
         2;   0,0164646909549952;   0,0164056892484686;   0,0160821137720265;   0,0177415558623656;   0,0178049563427781
         3;   0,0105994630146229;   0,0111919595491651;  0,00978921920511003;   0,0106751276119829;   0,0121876267313311
         4;  0,00818789810350009;  0,00948587004273085;                    0;  0,00755293290906242;  0,00915636384837197
