           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               2/26;               1/26;               0/26;               0/26;               1/26
       level2_1;               5/26;               2/26;               3/26;               1/26;               3/26
       level2_2;               6/26;               3/26;               4/26;               7/26;               6/26
       level3_1;               0/26;               2/26;               1/26;               1/26;               4/26
       level3_2;               2/26;               0/26;               1/26;               0/26;               1/26
       level4_1;               3/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               1/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               2/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               1/26;               0/26;               0/26;               1/26
       level5_3;               2/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               1/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0336601339860522;   0,0328367985729159;   0,0343233457129334;   0,0325007236523503;   0,0328530704179663
         2;   0,0206739775535095;   0,0197003186576959;   0,0202786830672915;    0,019401359308776;   0,0196944951728986
         3;   0,0124948076711882;   0,0130165724765097;   0,0115364952188664;   0,0114176578939358;    0,012710704058281
         4;   0,0107309817335581;  0,00975377367398903;  0,00846223431412919;   0,0081108581316131;      0,0106296702745
         5;   0,0099365689666627;                    0;                    0;                    0;  0,00973151220042867
