           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               1/26;               0/26;               0/26;               0/26
       level2_1;               0/26;               2/26;               2/26;               2/26;               3/26
       level2_2;               4/26;               7/26;               5/26;               5/26;               5/26
       level3_1;               1/26;               1/26;               0/26;               2/26;               1/26
       level3_2;               1/26;               0/26;               1/26;               0/26;               2/26
       level4_1;               0/26;               1/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               1/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               1/26;               1/26;               0/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0364701877774523;   0,0369862641905824;   0,0365158317504486;    0,036957398782968;    0,036602842742567
         2;   0,0334532856308338;   0,0343054714291261;   0,0333854677211066;    0,033936993747236;   0,0335508466607276
         3;     0,02893105496205;   0,0301327488599839;   0,0284013777202372;   0,0295295781623196;   0,0291036167914981
         4;   0,0247085866854803;   0,0262311237065312;   0,0233325795302353;    0,024785794717704;   0,0248552900621333
         5;   0,0207671662590065;   0,0229611314503849;   0,0194470426834027;   0,0204204835682389;   0,0211670550327201
         6;   0,0172300817654527;   0,0200138029010628;   0,0163554234427095;   0,0170419822111759;    0,018099735659222
         7;    0,014096418413004;   0,0175463535263753;   0,0137425962083992;   0,0149556016596544;   0,0157552124906026
         8;   0,0116477389521673;   0,0157530409925548;   0,0116782290952003;   0,0136612182470958;   0,0138849381540062
         9;  0,00974475709067156;   0,0143326318922321;  0,00999972541643973;    0,012619306000695;   0,0121981696957513
        10;                    0;    0,013291413124997;                    0;   0,0115670911176254;   0,0106209805133582
        11;                    0;   0,0124894462223798;                    0;   0,0105426023170026;  0,00915931842357136
        12;                    0;   0,0118431551602249;                    0;  0,00964526736947788;                    0
        13;                    0;   0,0113102418501074;                    0;                    0;                    0
        14;                    0;   0,0106754004732829;                    0;                    0;                    0
        15;                    0;  0,00998329377377985;                    0;                    0;                    0
