           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               1/26;               0/26;               0/26
       level2_1;               1/26;               2/26;               0/26;               2/26;               2/26
       level2_2;               2/26;               3/26;               7/26;               2/26;               5/26
       level3_1;               0/26;               0/26;               2/26;               0/26;               1/26
       level3_2;               0/26;               2/26;               0/26;               0/26;               0/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               1/26;               0/26;               0/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0277310466938494;   0,0286145479953454;    0,029006242866557;   0,0283021174699098;   0,0269298534234634
         2;   0,0170563293297254;   0,0168252551114826;   0,0168926554384581;   0,0164166718004193;   0,0153740062517165
         3;   0,0106140467434738;    0,010616716847885;   0,0110665166426181;   0,0103314766173634;  0,00975264060555385
         4;  0,00727856380859415;  0,00809990738266618;   0,0095843230981488;  0,00776926946904136;                    0
