           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               1/26;               1/26;               0/26;               1/26
       level2_1;               6/26;               5/26;               8/26;              10/26;               9/26
       level2_2;              13/26;               9/26;              12/26;               8/26;              13/26
       level3_1;               6/26;               4/26;               3/26;               3/26;               4/26
       level3_2;               1/26;               1/26;               6/26;               4/26;               5/26
       level4_1;               1/26;               2/26;               3/26;               2/26;               1/26
       level4_2;               5/26;               2/26;               1/26;               6/26;               1/26
       level5_1;               0/26;               0/26;               1/26;               0/26;               0/26
       level5_2;               2/26;               0/26;               2/26;               1/26;               0/26
       level5_3;               4/26;               1/26;               5/26;               0/26;               0/26
       level5_4;               0/26;               0/26;               1/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0425675006768508;   0,0425710608117003;   0,0425764791586312;   0,0425865532280448;   0,0426005527990509
         2;    0,042565521694097;   0,0425722854921976;   0,0425786812778863;   0,0430617467118752;   0,0405194015319904
         3;   0,0425602968748138;   0,0425774958245551;   0,0444820616986573;   0,0451602223314996;   0,0423577768912521
         4;   0,0424847157535498;   0,0414833032300385;   0,0427862152138815;   0,0450339107502085;   0,0481952167583336
         5;   0,0411749352761543;   0,0405997763846837;   0,0412851434798769;   0,0434081761550813;   0,0502102234440028
         6;   0,0390944498444471;   0,0470469026370273;   0,0447611164969579;   0,0487459758266194;    0,050385466877472
         7;   0,0400961052330083;   0,0487775564764259;   0,0484251103423646;   0,0505940668892049;   0,0510591692207965
         8;    0,046572943690681;     0,04025106715648;   0,0487645985987275;   0,0466831000250123;   0,0498800738869083
         9;   0,0484966910671989;   0,0466131348737292;   0,0476168843701356;   0,0518244379562903;   0,0501930530362197
        10;   0,0502235536294054;   0,0462598576515114;   0,0505658841564341;   0,0519388098742547;   0,0447052470735165
        11;   0,0491844310765759;   0,0420054588315199;   0,0513959019544761;   0,0526876559967805;   0,0500232508268213
        12;   0,0514568739807274;   0,0420365173916533;   0,0512839904691769;   0,0558644831780134;   0,0426106064733367
        13;   0,0447281581376668;   0,0408592902560992;    0,051098408886616;   0,0509274353996312;   0,0407667592681218
        14;   0,0449449532507243;   0,0395656375821984;   0,0499809374214555;    0,050791945989701;   0,0426815364505412
        15;   0,0468785136036378;   0,0389361132260689;   0,0457799168679914;    0,050688821339148;   0,0415478147441405
        16;   0,0443661471091517;    0,040705010450747;   0,0442332553986632;   0,0549699065650302;    0,038753250924186
        17;   0,0408941179062827;   0,0372602282053657;    0,041417796178399;   0,0553238958466383;   0,0413815583610019
        18;   0,0407075065914497;   0,0341626235028051;   0,0489026228263263;   0,0537919492070096;   0,0418752284158138
        19;   0,0386599093150056;   0,0374516496200546;    0,044657683751883;   0,0510257947625191;   0,0486797963599988
        20;   0,0409715575568813;   0,0287905810869512;   0,0430972747626716;    0,047229599869889;   0,0455375363954428
        21;   0,0400192455768734;   0,0276312279370774;   0,0405774007308543;   0,0448845937513599;   0,0469895106415975
        22;   0,0387427782129307;   0,0255016219383423;    0,030099407473871;   0,0428202764805091;   0,0478222598969562
        23;   0,0388043348570108;   0,0242954372291805;   0,0300954129204642;   0,0436251034646801;    0,049817052666536
        24;   0,0443109189740465;   0,0249411377894379;   0,0294880140594426;   0,0437913883051534;   0,0494412114377583
        25;   0,0385404417264094;   0,0236115930567142;   0,0288689129450238;   0,0430940760367467;   0,0483756596911051
        26;   0,0402794808236547;   0,0251834716352844;   0,0274067717527933;   0,0437751168411446;   0,0513510572162601
        27;   0,0405162364940034;   0,0254782734008377;    0,029246552752529;   0,0408935816544149;   0,0502056045811598
        28;    0,037710189024213;   0,0271036780190096;   0,0164123012054204;   0,0368546846791322;   0,0498306463558699
        29;   0,0371751303567671;   0,0279931059397445;   0,0138339899219208;   0,0347475881838988;   0,0494538449088985
        30;   0,0411547904786706;    0,028242696642492;   0,0162516509817905;   0,0389863499176986;   0,0508408850293252
        31;   0,0371909037448326;   0,0288500415042247;   0,0145754965299727;   0,0351995851968475;   0,0471780093292382
        32;    0,039337385883102;   0,0287991189994023;   0,0111100366135534;   0,0348286077996913;   0,0470932042132646
        33;   0,0376709905606005;   0,0293568364821545;    0,014147284577131;   0,0338347455626492;   0,0443315401664878
        34;   0,0361888988015594;   0,0264496648178669;  0,00945710425466415;   0,0343391702238022;   0,0452683831152262
        35;   0,0422293287257933;   0,0289923346434732;                    0;   0,0352015986238522;   0,0462992885111676
        36;   0,0433479161495649;   0,0317070447295458;                    0;   0,0380166761114138;   0,0465447015186241
        37;   0,0349296935353947;   0,0310978609832054;                    0;    0,031317723272314;   0,0449763283990941
        38;   0,0378005497951566;   0,0296280971379222;                    0;   0,0327522997118534;    0,042937943178766
        39;   0,0306730203990159;   0,0301806255652572;                    0;   0,0304517440707726;   0,0409770408124046
        40;   0,0270838730531885;   0,0297913190481252;                    0;   0,0271386972120285;   0,0405146504027575
        41;   0,0238809024987226;   0,0303898541935482;                    0;   0,0273714866894811;   0,0372979767211812
        42;   0,0193301166977774;   0,0299920021074923;                    0;    0,027127842736422;   0,0382773116835731
        43;   0,0249979128679492;   0,0301368572113698;                    0;   0,0292921186543866;   0,0390235387423595
        44;   0,0218281081857089;   0,0295004790037468;                    0;   0,0274821419238576;   0,0385805033344352
        45;   0,0198543094003432;   0,0203649446548362;                    0;   0,0234726685759259;   0,0386454198097253
        46;   0,0172987249880775;   0,0170269191806042;                    0;   0,0279075519103606;   0,0385549457426855
        47;   0,0118119852297026;   0,0205283016017363;                    0;   0,0236482321565501;   0,0394455886254597
        48;  0,00686840263803448;   0,0199694623908358;                    0;   0,0245582476098806;   0,0357226444914508
        49;                    0;   0,0180415037507138;                    0;   0,0235083036280071;   0,0314785339398691
        50;                    0;    0,018939094061418;                    0;   0,0304794859000964;   0,0293749659584846
        51;                    0;   0,0186833926531793;                    0;   0,0221660029158507;   0,0314072466236959
        52;                    0;   0,0279088618721234;                    0;   0,0197416166090684;   0,0292616640526253
        53;                    0;   0,0198869175554313;                    0;   0,0234990076678378;   0,0313088742753845
        54;                    0;    0,017650370221932;                    0;   0,0199452837864514;   0,0232385091561085
        55;                    0;   0,0158761313384101;                    0;   0,0203877451523089;   0,0210014208465974
        56;                    0;   0,0201061165590863;                    0;   0,0220777642335048;   0,0241103377364543
        57;                    0;   0,0125241349034839;                    0;   0,0201887915815312;   0,0265624800082793
        58;                    0;   0,0150090184485826;                    0;   0,0205173511617427;   0,0211948468607567
        59;                    0;   0,0184060554871415;                    0;   0,0214638051763991;   0,0249497234126308
        60;                    0;   0,0237604119832944;                    0;   0,0157515233708126;   0,0243520465786906
