           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               4/26;               1/26;               1/26;               3/26;               2/26
       level2_2;               7/26;               4/26;               3/26;               4/26;               4/26
       level3_1;               2/26;               0/26;               1/26;               0/26;               2/26
       level3_2;               2/26;               2/26;               1/26;               2/26;               3/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               1/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               1/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               0/26;               1/26;               1/26;               0/26
       level5_3;               1/26;               0/26;               0/26;               0/26;               0/26
       level5_4;               1/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0345276935643121;   0,0323677630522228;   0,0358439107889497;    0,033428283871615;   0,0332849317816501
         2;   0,0206180099765156;   0,0180422561469834;   0,0204038193026215;   0,0208040592758583;   0,0172529708349351
         3;   0,0108196754484118;   0,0103856701051602;   0,0105419764512711;   0,0114946341324831;   0,0106592224801418
         4;  0,00855122630520913;  0,00798436573172444;  0,00741552810317841;  0,00783166615448897;  0,00791062962479739
