Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 2; 4; 6; 2; 1
0,0599999986588955; 0; 1; 3; 2; 1
0,109999999403954; 2; 5; 3; 2; 4
0,159999996423721; 0; 2; 2; 2; 3
0,209999993443489; 2; 2; 2; 1; 1
0,259999990463257; 0; 1; 2; 1; 1
0,310000002384186; 3; 3; 1; 1; 3
0,360000014305115; 2; 2; 2; 0; 2
0,409999996423721; 5; 2; 3; 1; 3
0,46000000834465; 5; 5; 3; 3; 5
0,509999990463257; 5; 4; 3; 4; 7
0,560000002384186; 6; 8; 8; 6; 8
0,610000014305115; 3; 1; 5; 4; 8
0,660000026226044; 6; 11; 11; 7; 7
0,709999978542328; 10; 3; 5; 13; 7
0,759999990463257; 6; 7; 5; 8; 6
0,810000002384186; 7; 9; 5; 8; 7
0,860000014305115; 5; 19; 6; 4; 12
