Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 2; 2; 4; 1; 3
0,0599999986588955; 2; 1; 1; 1; 3
0,109999999403954; 0; 2; 0; 3; 3
0,159999996423721; 1; 0; 1; 0; 2
0,209999993443489; 3; 1; 2; 3; 2
0,259999990463257; 1; 0; 1; 1; 0
0,310000002384186; 0; 1; 0; 0; 0
0,360000014305115; 0; 1; 1; 2; 1
0,409999996423721; 2; 0; 1; 0; 1
0,46000000834465; 1; 0; 1; 1; 2
0,509999990463257; 4; 1; 3; 4; 8
0,560000002384186; 5; 9; 4; 2; 1
0,610000014305115; 8; 4; 3; 4; 6
0,660000026226044; 4; 8; 3; 4; 3
0,709999978542328; 3; 3; 8; 4; 3
0,759999990463257; 7; 2; 5; 6; 2
0,810000002384186; 6; 4; 8; 13; 5
0,860000014305115; 3; 21; 5; 5; 5
