Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 3; 2; 1; 3; 4
0,0599999986588955; 1; 2; 2; 2; 1
0,109999999403954; 3; 1; 1; 2; 3
0,159999996423721; 3; 3; 2; 3; 2
0,209999993443489; 2; 2; 0; 3; 3
0,259999990463257; 2; 0; 4; 1; 4
0,310000002384186; 1; 0; 1; 2; 1
0,360000014305115; 3; 1; 1; 2; 2
0,409999996423721; 2; 2; 4; 7; 1
0,46000000834465; 3; 4; 3; 1; 3
0,509999990463257; 6; 7; 7; 3; 3
0,560000002384186; 9; 6; 6; 5; 7
0,610000014305115; 8; 3; 5; 7; 15
0,660000026226044; 11; 8; 9; 8; 4
0,709999978542328; 12; 4; 8; 6; 5
0,759999990463257; 7; 10; 10; 6; 9
0,810000002384186; 13; 2; 5; 7; 5
0,860000014305115; 7; 6; 9; 19; 14
