Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 2; 2; 3; 1; 6
0,0599999986588955; 1; 0; 1; 2; 2
0,109999999403954; 1; 3; 0; 2; 0
0,159999996423721; 2; 2; 2; 1; 3
0,209999993443489; 3; 0; 2; 1; 3
0,259999990463257; 0; 5; 3; 3; 0
0,310000002384186; 1; 2; 1; 0; 2
0,360000014305115; 0; 2; 2; 3; 4
0,409999996423721; 1; 3; 2; 3; 1
0,46000000834465; 3; 3; 2; 4; 2
0,509999990463257; 3; 6; 3; 6; 6
0,560000002384186; 4; 9; 1; 11; 4
0,610000014305115; 8; 6; 3; 7; 6
0,660000026226044; 7; 9; 5; 2; 8
0,709999978542328; 10; 6; 6; 8; 8
0,759999990463257; 11; 7; 11; 4; 10
0,810000002384186; 4; 7; 8; 5; 10
0,860000014305115; 11; 8; 15; 10; 13
