Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 6; 11; 4; 5; 7
0,0599999986588955; 4; 6; 7; 4; 2
0,109999999403954; 6; 4; 3; 6; 5
0,159999996423721; 4; 3; 6; 4; 2
0,209999993443489; 3; 6; 3; 4; 8
0,259999990463257; 4; 3; 5; 7; 4
0,310000002384186; 1; 4; 3; 3; 2
0,360000014305115; 1; 3; 4; 5; 4
0,409999996423721; 4; 6; 5; 7; 8
0,46000000834465; 4; 7; 7; 8; 7
0,509999990463257; 9; 9; 10; 8; 12
0,560000002384186; 8; 12; 8; 11; 10
0,610000014305115; 12; 6; 7; 9; 9
0,660000026226044; 13; 13; 11; 7; 12
0,709999978542328; 15; 9; 14; 10; 12
0,759999990463257; 9; 14; 15; 17; 13
0,810000002384186; 14; 17; 15; 12; 13
0,860000014305115; 13; 13; 14; 16; 15
