Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 1; 2; 3; 2; 3
0,0599999986588955; 2; 1; 2; 3; 2
0,109999999403954; 1; 1; 3; 3; 2
0,159999996423721; 2; 2; 2; 0; 3
0,209999993443489; 1; 0; 1; 2; 1
0,259999990463257; 0; 1; 0; 1; 0
0,310000002384186; 0; 0; 1; 0; 0
0,360000014305115; 1; 0; 0; 1; 0
0,409999996423721; 1; 2; 0; 3; 2
0,46000000834465; 2; 0; 2; 0; 2
0,509999990463257; 1; 5; 2; 3; 1
0,560000002384186; 4; 5; 3; 4; 4
0,610000014305115; 4; 1; 3; 1; 3
0,660000026226044; 4; 5; 4; 5; 3
0,709999978542328; 7; 3; 6; 3; 4
0,759999990463257; 8; 4; 8; 10; 4
0,810000002384186; 3; 4; 4; 5; 7
0,860000014305115; 7; 7; 10; 8; 2
