           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               1/26;               0/26
       level2_1;               6/26;               7/26;               7/26;               3/26;               3/26
       level2_2;               7/26;               8/26;               8/26;              12/26;               8/26
       level3_1;               2/26;               1/26;               4/26;               2/26;               1/26
       level3_2;               3/26;               3/26;               3/26;               5/26;               3/26
       level4_1;               1/26;               0/26;               1/26;               2/26;               2/26
       level4_2;               0/26;               2/26;               1/26;               3/26;               1/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               1/26;               0/26;               1/26;               1/26
       level5_3;               1/26;               3/26;               0/26;               0/26;               2/26
       level5_4;               1/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0415524187859817;   0,0400242052286951;   0,0396320630237433;   0,0400153495700141;   0,0419221089947412
         2;   0,0391841454961636;   0,0424612613539275;   0,0426625887648631;   0,0414275653513812;   0,0382487078643475
         3;   0,0371872490173865;   0,0335451431141892;   0,0380977255026845;    0,041654914465282;   0,0316582372934964
         4;   0,0301649054145177;   0,0267254658385372;   0,0301330057675532;   0,0397568129982142;   0,0272433466746165
         5;   0,0194168938205011;   0,0170022074436665;   0,0219704552806108;   0,0375626937627988;   0,0193053905292596
         6;   0,0148299107642924;   0,0103010050719512;   0,0188389728626649;   0,0284049790189688;   0,0228928757644392
         7;   0,0133067886372702;  0,00862413203005623;   0,0207986812992314;   0,0205951067428059;  0,00948335714374967
         8;   0,0109716241866685;                    0;   0,0125281727146704;   0,0166751755166642;                    0
         9;  0,00798806833350958;                    0;   0,0103441004562137;   0,0136009370800251;                    0
        10;                    0;                    0;   0,0127695650988075;   0,0104255257708227;                    0
        11;                    0;                    0;     0,01107646212645;  0,00952321780037393;                    0
        12;                    0;                    0;   0,0112281333508126;                    0;                    0
        13;                    0;                    0;  0,00758770410744106;                    0;                    0
