           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               1/26;               0/26;               0/26
       level2_1;               2/26;               2/26;               4/26;               7/26;               1/26
       level2_2;               6/26;               4/26;               6/26;               4/26;               3/26
       level3_1;               1/26;               0/26;               1/26;               3/26;               3/26
       level3_2;               2/26;               0/26;               2/26;               4/26;               1/26
       level4_1;               0/26;               1/26;               0/26;               3/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               1/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               1/26;               0/26
       level5_2;               1/26;               0/26;               1/26;               0/26;               1/26
       level5_3;               1/26;               0/26;               0/26;               1/26;               0/26
       level5_4;               0/26;               0/26;               0/26;               1/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0363180446995113;   0,0326904767764444;   0,0343515092562318;   0,0349665967656393;   0,0336596897379942
         2;   0,0258854712908055;   0,0188506451180043;   0,0224235889806606;   0,0221870083348689;   0,0194959341497421
         3;   0,0161836782686191;   0,0112015871432198;    0,013569676443968;   0,0137279289121939;   0,0104254221747732
         4;   0,0127714161580217;  0,00877141760177816;   0,0105274620817112;   0,0124863806504801;   0,0076211164095362
         5;  0,00865062706942187;                    0;  0,00935537429491512;   0,0113906754830206;                    0
         6;                    0;                    0;                    0;  0,00939623062845518;                    0
