Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 1; 2; 2; 1; 1
0,0599999986588955; 1; 1; 1; 0; 1
0,109999999403954; 1; 1; 0; 0; 1
0,159999996423721; 1; 2; 2; 2; 1
0,209999993443489; 1; 2; 0; 1; 0
0,259999990463257; 1; 1; 0; 0; 1
0,310000002384186; 2; 2; 1; 2; 1
0,360000014305115; 4; 0; 1; 0; 1
0,409999996423721; 2; 1; 1; 1; 3
0,46000000834465; 2; 1; 1; 1; 3
0,509999990463257; 5; 1; 4; 3; 5
0,560000002384186; 3; 1; 2; 6; 4
0,610000014305115; 3; 2; 4; 1; 5
0,660000026226044; 5; 6; 3; 4; 4
0,709999978542328; 11; 2; 7; 5; 11
0,759999990463257; 6; 6; 3; 2; 6
0,810000002384186; 11; 2; 7; 4; 3
0,860000014305115; 12; 10; 7; 8; 5
