Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 7; 5; 5; 4; 4
0,0599999986588955; 5; 3; 8; 3; 5
0,109999999403954; 4; 3; 4; 7; 5
0,159999996423721; 6; 3; 5; 5; 7
0,209999993443489; 4; 5; 5; 5; 4
0,259999990463257; 2; 4; 3; 4; 7
0,310000002384186; 4; 3; 4; 3; 5
0,360000014305115; 4; 3; 3; 4; 5
0,409999996423721; 7; 4; 6; 3; 6
0,46000000834465; 7; 9; 7; 6; 5
0,509999990463257; 13; 6; 9; 8; 8
0,560000002384186; 13; 10; 10; 13; 11
0,610000014305115; 12; 14; 4; 10; 11
0,660000026226044; 11; 5; 10; 14; 12
0,709999978542328; 13; 11; 13; 13; 13
0,759999990463257; 11; 11; 14; 14; 15
0,810000002384186; 15; 14; 8; 9; 11
0,860000014305115; 12; 15; 16; 12; 13
