Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 3; 2; 2; 3; 1
0,0599999986588955; 4; 1; 1; 1; 1
0,109999999403954; 1; 1; 1; 1; 1
0,159999996423721; 0; 1; 3; 3; 3
0,209999993443489; 1; 1; 0; 3; 2
0,259999990463257; 1; 1; 1; 0; 0
0,310000002384186; 0; 1; 2; 0; 1
0,360000014305115; 1; 1; 2; 0; 0
0,409999996423721; 2; 2; 1; 2; 2
0,46000000834465; 1; 1; 4; 2; 1
0,509999990463257; 2; 2; 3; 6; 2
0,560000002384186; 3; 5; 3; 5; 2
0,610000014305115; 4; 4; 3; 3; 2
0,660000026226044; 3; 3; 3; 5; 5
0,709999978542328; 8; 8; 5; 5; 4
0,759999990463257; 7; 6; 5; 6; 7
0,810000002384186; 12; 7; 7; 2; 4
0,860000014305115; 6; 13; 5; 4; 4
