           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               0/26;               0/26;               0/26;               0/26
       level2_1;               3/26;               1/26;               3/26;               4/26;               3/26
       level2_2;               4/26;               6/26;               5/26;               3/26;               2/26
       level3_1;               1/26;               2/26;               1/26;               0/26;               1/26
       level3_2;               1/26;               1/26;               1/26;               1/26;               2/26
       level4_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level4_2;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               0/26;               1/26;               1/26;               1/26;               0/26
       level5_3;               0/26;               1/26;               2/26;               0/26;               1/26
       level5_4;               0/26;               0/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0333546452561259;   0,0349436423212883;   0,0332727744300261;   0,0349862333281582;   0,0338945550194761
         2;   0,0193864620164332;   0,0233784347945464;   0,0215202616743691;     0,01964707209459;   0,0191367573645382
         3;   0,0120995252730937;   0,0116112685994098;   0,0122440819360421;   0,0114835150318631;   0,0109122123563576
         4;  0,00797497503722592;  0,00820133738878264;  0,00911406389582966;  0,00920001681839974;  0,00868403232568723
