           Func;            Sigmoid;  HyperbolicTangens;          Sinusoida;       Cosinusoidal;        Function001
           Test;               0/26;               1/26;               0/26;               0/26;               0/26
       level2_1;               4/26;               5/26;               5/26;               4/26;               4/26
       level2_2;               8/26;               7/26;              12/26;               7/26;               9/26
       level3_1;               3/26;               2/26;               7/26;               4/26;               2/26
       level3_2;               2/26;               5/26;               4/26;               1/26;               1/26
       level4_1;               1/26;               3/26;               0/26;               3/26;               1/26
       level4_2;               5/26;               0/26;               0/26;               2/26;               1/26
       level5_1;               0/26;               0/26;               0/26;               0/26;               0/26
       level5_2;               1/26;               0/26;               1/26;               2/26;               0/26
       level5_3;               0/26;               0/26;               0/26;               2/26;               3/26
       level5_4;               0/26;               1/26;               0/26;               0/26;               0/26
 Iteration;              Sigmoid;    HyperbolicTangens;            Sinusoida;         Cosinusoidal;          Function001
         1;   0,0404511812543801;   0,0418388406930477;   0,0416408621569007;   0,0400786304197356;   0,0402754910955905
         2;    0,041595848977863;   0,0389882455370068;   0,0390389218093483;   0,0403465979912963;   0,0416428914357507
         3;   0,0417415505677666;   0,0377130050324779;   0,0340596832990889;   0,0348286349668583;   0,0414412460661426
         4;   0,0420115636547596;   0,0287498358584026;   0,0239300428879265;   0,0193652401299523;   0,0347291750788579
         5;   0,0387463629493368;   0,0190921503648611;    0,020238519885653;   0,0117357511353196;   0,0254897436194806
         6;   0,0319923282998065;     0,01419920055653;   0,0144362666687278;  0,00863794005113174;   0,0179814889329974
         7;   0,0235410357966391;   0,0118719180056251;  0,00627041039242903;                    0;   0,0132264951500965
         8;   0,0154605104290508;  0,00955981617302857;                    0;                    0;   0,0118222566589303
         9;   0,0127677487211853;                    0;                    0;                    0;  0,00848290554434483
        10;   0,0111796508156157;                    0;                    0;                    0;                    0
        11;   0,0051721115227633;                    0;                    0;                    0;                    0
