Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 3; 1; 3; 3; 1
0,0599999986588955; 3; 3; 3; 1; 1
0,109999999403954; 3; 2; 3; 4; 3
0,159999996423721; 2; 0; 3; 2; 1
0,209999993443489; 3; 4; 1; 1; 3
0,259999990463257; 1; 3; 2; 2; 1
0,310000002384186; 1; 1; 2; 1; 0
0,360000014305115; 3; 3; 3; 2; 2
0,409999996423721; 3; 1; 3; 4; 3
0,46000000834465; 2; 3; 4; 2; 3
0,509999990463257; 4; 5; 5; 4; 4
0,560000002384186; 5; 6; 3; 5; 6
0,610000014305115; 8; 8; 7; 6; 6
0,660000026226044; 4; 9; 7; 11; 8
0,709999978542328; 9; 8; 4; 5; 8
0,759999990463257; 7; 10; 10; 5; 11
0,810000002384186; 14; 7; 10; 5; 8
0,860000014305115; 9; 8; 23; 16; 13
