Beta; Sigmoid; HyperbolicTangens; Sinusoida; Cosinusoidal; Function001
0,00999999977648258; 2; 1; 1; 3; 2
0,0599999986588955; 2; 0; 1; 1; 1
0,109999999403954; 1; 1; 0; 0; 1
0,159999996423721; 1; 4; 1; 0; 1
0,209999993443489; 2; 2; 2; 0; 0
0,259999990463257; 0; 1; 1; 1; 1
0,310000002384186; 2; 1; 1; 0; 2
0,360000014305115; 1; 0; 1; 1; 2
0,409999996423721; 1; 2; 1; 0; 1
0,46000000834465; 1; 5; 2; 1; 3
0,509999990463257; 3; 2; 7; 4; 2
0,560000002384186; 0; 4; 2; 2; 5
0,610000014305115; 5; 7; 6; 3; 6
0,660000026226044; 9; 7; 6; 4; 2
0,709999978542328; 6; 3; 5; 7; 11
0,759999990463257; 5; 4; 3; 4; 12
0,810000002384186; 6; 9; 7; 4; 7
0,860000014305115; 5; 4; 23; 16; 7
